"Variável";"Ano";"Fator1";"Fator2";"Fator3";"Base"
"QL_CNAE_G.92";2004;0,367188745715925;0,405520162652909;0,605279681916015;1
"QL_CNAE_G.93";2004;0,303382927953186;0,33769919689642;0,626475306598077;1
"QL_CNAE_G.94";2004;0,298791776315565;0,0555038104647502;0,523935637335166;1
"QL_CNAE_G.95";2004;0,417579335750411;0,398051641072994;0,149397762873103;1
"QL_CNAE_G.96";2004;0,484512655424114;0,293299076594744;0,18285389909583;1
"QL_CNAE_G.97";2004;-0,00838124906048517;0,0164937585128312;0,064214158333137;1
"QL_CNAE_G.99";2004;0,566453122458766;-0,238412998682709;0,178855748199889;1
"Emp_CNAE_G.1";2004;0,452912520429115;0,173651888450306;0,453942620724772;1
"Emp_CNAE_G.10";2004;0,913654904368558;0,136222086254056;0,162302688204872;1
"Emp_CNAE_G.11";2004;0,684177160933656;0,390789233248331;-0,115096851480062;1
"Emp_CNAE_G.12";2004;0,590079086679041;-0,0592780244138143;0,107051760530346;1
"Emp_CNAE_G.13";2004;0,851603626555831;0,133550637182631;-0,157292975302005;1
